name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
new york city,2024-11-01T13:00:00,76.4,76.4,52.4,43.34,0,0,,0,0,26.4,10.5,250,1013.1,14.4,9.9,569,2,6,10,Clear,clear-day,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york city,2024-11-01T14:00:00,77.9,77.9,49.8,37.31,0,0,,0,0,27.5,13.9,256,1012.6,10.5,9.9,517,1.9,5,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-01T15:00:00,79.2,79.2,42.6,27.28,0,0,,0,0,26.9,13.5,248,1012.5,10.5,9.9,420,1.5,4,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-01T16:00:00,79,79,36.2,21.37,0,0,,0,0,29.1,12.5,284,1012.8,10.5,9.9,247,0.9,2,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-01T17:00:00,77.8,77.8,35.7,21.81,0,0,,0,0,27.3,11.4,272,1013.6,10.5,9.9,29,0.1,0,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-01T18:00:00,75.2,75.2,34.5,22.66,0,0,,0,0,27.8,10.8,273,1014.4,10.5,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-01T19:00:00,73.7,73.7,24.4,15.83,0,0,,0,0,20.5,10.7,267,1015.6,10.5,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-01T20:00:00,69.6,69.6,37.6,30.96,0,0,,0,0,29,11.1,304,1017,10.5,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-01T21:00:00,66.5,66.5,38.4,35.64,0,0,,0,0,15.2,7,326,1018.2,10.5,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-01T22:00:00,63.6,63.6,37.5,38.07,0,0,,0,0,31,12.9,330,1019.1,10.5,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-01T23:00:00,60.7,60.7,38.1,43.07,0,0,,0,0,26,4.9,337,1020,4.4,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T00:00:00,59.4,59.4,38.3,45.37,0,0,,0,0,21.9,6.3,328,1020.7,4.4,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T01:00:00,58.1,58.1,38.4,47.88,0,0,,0,0,14.5,6.7,316,1021.3,4.4,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T02:00:00,56.4,56.4,38.2,50.42,0,0,,0,0,14.3,6.5,315,1021.8,10.5,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T03:00:00,56.1,56.1,38.8,52.17,0,0,,0,0,12.5,6.7,306,1022.5,44.9,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T04:00:00,54.6,54.6,37.1,51.6,0,0,,0,0,12.5,7,302,1022.8,10.5,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T05:00:00,54.4,54.4,35.8,49.32,0,0,,0,0,12.5,7.6,316,1023.2,10.5,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T06:00:00,53.5,53.5,35.1,49.46,0,0,,0,0,13,6.3,308,1023.9,4.4,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T07:00:00,52.5,52.5,33.7,48.59,0,0,,0,0,17.2,3.2,340,1024.5,10.5,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T08:00:00,52.3,52.3,33.3,48.26,0,0,,0,0,14.3,3.6,340,1025.2,10.5,9.9,43,0.2,0,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T09:00:00,53.6,53.6,32.4,44.41,0,0,,0,0,16.3,7.9,326,1025.9,10.5,9.9,111,0.4,1,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T10:00:00,54,54,32.4,43.76,0,0,,0,0,19.7,14.3,330,1026.2,10.5,9.9,409,1.5,4,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T11:00:00,55.8,55.8,32.4,41.05,0,0,,0,0,20.1,9.9,326,1026.2,15.6,9.9,525,1.9,5,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T12:00:00,56.7,56.7,32.4,39.65,0,0,,0,0,18.6,9.8,332,1026.1,15.6,9.9,585,2.1,6,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T13:00:00,59.1,59.1,32.6,36.76,0,0,,0,0,17.4,6.3,347,1025.5,15.6,9.9,586,2.1,6,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T14:00:00,58.9,58.9,31.7,35.69,0,0,,0,0,20.8,7.8,320,1025,15.6,9.9,524,1.9,5,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T15:00:00,59.9,59.9,31.5,34.07,0,0,,0,0,25.8,5.3,330,1025,15.6,9.9,410,1.5,4,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T16:00:00,59.9,59.9,31.6,34.09,0,0,,0,0,19.7,7.1,314,1025.1,10.5,9.9,256,0.9,3,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T17:00:00,58.7,58.7,30.8,34.53,0,0,,0,0,18.3,10,302,1025.5,10.5,9.9,52,0.2,1,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T18:00:00,56.7,56.7,31.6,38.27,0,0,,0,0,21.9,6.8,324,1026.3,15.6,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T19:00:00,54.8,54.8,31.6,41.08,0,0,,0,0,21.9,7.1,330,1027,15.6,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T20:00:00,54.4,54.4,31.4,41.26,0,0,,0,0,13.6,4.9,345,1027.5,15.6,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T21:00:00,52.7,52.7,31.1,43.54,0,0,,0,0,21.9,9.3,326,1028.5,10.5,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T22:00:00,50.6,50.6,31.1,46.9,0,0,,0,0,23,7.6,340,1028.9,10.5,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-02T23:00:00,49.5,46,31.1,48.86,0,0,,0,0,14.1,8.5,2,1029,10.5,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T00:00:00,48.1,45.4,31.3,51.89,0,0,,0,0,13.4,6.1,18,1029,4.4,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T01:00:00,47.4,44.2,31.5,53.92,0,0,,0,0,13.2,6.7,21,1029,0,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T01:00:00,46.1,42.5,30.6,54.47,0,0,,0,0,13.4,7,22,1029.3,0,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T02:00:00,45.2,41.2,29.5,53.9,0,0,,0,0,17.2,7.4,28,1029.9,0,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T03:00:00,43.9,38.9,29.2,55.88,0,0,,0,0,15,8.9,37,1029.9,0,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T04:00:00,42.4,38.1,29.2,59.29,0,0,,0,0,15.2,6.7,16,1030.3,0,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T05:00:00,42,36.7,28.3,58.01,0,0,,0,0,15.4,8.7,41,1030.7,0,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T06:00:00,41,36.1,28.3,60.28,0,0,,0,0,15.7,7.4,22,1031.1,0,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T07:00:00,40.8,36.7,28.3,60.72,0,0,,0,0,16.6,6.1,10,1031.9,10.5,9.9,42,0.2,0,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T08:00:00,42.5,37.1,27.2,54.29,0,0,,0,0,19,9.1,47,1032.3,10.5,9.9,139,0.5,1,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T09:00:00,43.8,37.8,26.4,50.12,0,0,,0,0,18.3,11.5,38,1032.6,10.5,9.9,408,1.5,4,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T10:00:00,46.4,42.3,25.7,43.97,0,0,,0,0,17,8.2,47,1032.2,10.5,9.9,525,1.9,5,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T11:00:00,48.4,46.8,25.9,41.18,0,0,,0,0,14.5,4.4,17.1,1031.8,10.5,9.9,585,2.1,6,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T12:00:00,50.6,50.6,24.7,36.22,0,0,,0,0,11.9,3,333,1031.2,10.5,9.9,575,2.1,6,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T13:00:00,52.8,52.8,21.9,29.66,0,0,,0,0,9.8,2.8,345,1030.6,19.2,9.9,542,2,5,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T14:00:00,54.2,54.2,18.4,24.25,0,0,,0,0,9.6,7.6,20,1030.2,19.2,9.9,402,1.4,4,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T15:00:00,54.2,54.2,16.4,22.28,0,0,,0,0,9.6,5.2,360,1030.4,19.2,9.9,228,0.8,2,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T16:00:00,54.1,54.1,18.4,24.36,0,0,,0,0,9.4,7.6,355,1030.8,30.1,9.9,50,0.2,1,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,72503014732"
new york city,2024-11-03T17:00:00,52.5,52.5,17.6,25.02,0,0,,0,0,8.7,6.6,22,1031,19.2,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T18:00:00,50.6,50.6,17.6,26.75,0,0,,0,0,8.1,4.9,19,1031.4,19.2,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T19:00:00,49.5,48.4,18.5,28.97,0,0,,0,0,8.7,3.9,28,1031.7,19.2,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T20:00:00,50,47.6,14.5,23.88,0,0,,0,0,9.2,6.1,18,1032,19.2,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T21:00:00,48.8,45.8,15.7,26.29,0,0,,0,0,8.9,6.9,22,1032.2,15.6,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T22:00:00,47.7,47.7,21,34.53,0,0,,0,0,8.7,2.8,19,1032.4,15.6,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-03T23:00:00,46.8,45.2,25,42.16,0,0,,0,0,10.5,3.9,24,1032.7,6.1,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T00:00:00,45.7,45.7,26.1,46.04,0,0,,0,0,10.5,2.6,17,1032.6,6.1,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T01:00:00,45.3,43.2,25.5,45.57,0,0,,0,0,9.6,4.4,55,1032.4,0,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T02:00:00,45,42.9,26.8,48.76,0,0,,0,0,10.7,4.2,56,1032.8,0,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T03:00:00,45.1,42.5,28.8,52.58,0,0,,0,0,11.4,5.1,97,1032.1,0,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T04:00:00,45.3,43.5,29.9,54.57,0,0,,0,0,10.5,3.9,19,1032.9,4.4,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T05:00:00,45.3,42.1,31.5,58.23,0,0,,0,0,11.2,6,38,1032.5,20.3,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T06:00:00,46,42.7,32.4,58.65,0,0,,0,0,11.9,6.5,44,1033.2,65,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T07:00:00,46.6,44.4,33.4,59.89,0,0,,0,0,10.1,4.7,26,1033.9,65,9.9,26,0.1,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T08:00:00,47.9,44.4,35.4,61.73,0,0,,0,0,11.6,7.6,64,1034.1,34.2,9.9,127,0.5,1,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T09:00:00,50.3,50.3,36.3,58.69,0,0,,0,0,19.7,6.5,73,1033.9,34.2,9.9,278,1,3,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T10:00:00,54.6,54.6,36.3,50.02,0,0,,0,0,18.3,6.2,86,1033.8,34.2,9.9,474,1.7,5,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T11:00:00,55.5,55.5,37.3,50.33,0,0,,0,0,21.9,7.9,130,1033.1,50.8,9.9,264,1,3,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T12:00:00,55.6,55.6,38.2,51.81,0,0,,0,0,18.3,7.1,124,1032.5,88.9,9.9,321,1.2,3,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T13:00:00,56.5,56.5,38.3,50.43,0,0,,0,0,17.7,7.7,136,1031.7,88.9,9.9,473,1.7,5,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T14:00:00,56.6,56.6,39.4,52.6,0,0,,0,0,19.7,3.5,76,1030.9,50.8,9.9,207,0.7,2,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T15:00:00,56.7,56.7,42.2,58.22,0,0,,0,0,18.7,8.7,144,1030.1,88.9,9.9,107,0.4,1,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T16:00:00,55.8,55.8,43.2,62.55,0,0,,0,0,18.3,9.5,146,1029.4,88.9,9.9,34,0.1,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T17:00:00,56.2,56.2,44.2,64.04,0,0,,0,0,15,3.2,80,1028.5,50.8,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T18:00:00,55.6,55.6,45.8,69.53,0,0,,0,0,12.1,5.5,130,1028.7,30.4,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T19:00:00,54.9,54.9,47,74.54,0,0,,0,0,10.3,5.4,140,1028,34.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T20:00:00,54.9,54.9,47.3,75.52,0,0,,0,0,10.1,3.6,0,1027.7,88.9,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T21:00:00,55.4,55.4,47.5,74.72,0,0,,0,0,10.7,2.8,120,1027.5,42.1,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T22:00:00,55.6,55.6,48.2,76.28,0,0,,0,0,11,0,0,1026.9,88.9,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-04T23:00:00,56.4,56.4,48.4,74.63,0,0,,0,0,10.7,1.8,354,1026.1,95.7,9.9,0,0,0,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T00:00:00,56.8,56.8,49,75.11,0,0,,0,0,10.3,2.6,272,1025.5,80.1,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T01:00:00,56.9,56.9,49.2,75.28,0,0,,0,0,10.7,0,0,1025.1,80.1,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T02:00:00,56.5,56.5,50.3,79.9,0,0,,0,0,12.3,2.8,250,1024.3,32.3,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T03:00:00,56.7,56.7,50.9,81.12,0,0,,0,0,12.1,5.1,229,1024.2,19.2,9.9,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T04:00:00,55.2,55.2,49.9,82.36,0,0,,0,0,12.1,4.9,271,1024.4,81.9,9.4,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T05:00:00,55,55,50.5,84.65,0,0,,0,0,12.1,3.7,212,1024.4,56.2,7.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T06:00:00,55.6,55.6,49.7,80.51,0,0,,0,0,11.4,2.1,343,1024.5,42.1,9.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T07:00:00,55.4,55.4,50.4,83.2,0,0,,0,0,11.2,5.4,208,1024.7,34.2,8.6,42,0.2,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T08:00:00,56.1,56.1,51.2,83.53,0,0,,0,0,18.3,6.5,227,1025,95.7,7.6,113,0.4,1,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T09:00:00,57.7,57.7,51.4,79.53,0,0,,0,0,13.4,7.4,230,1025,88.9,7.2,173,0.6,2,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T10:00:00,61.2,61.2,52.1,71.8,0,0,,0,0,20.1,9.3,238,1024.5,27.9,8.9,461,1.7,5,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T11:00:00,64.6,64.6,53.1,66.17,0,0,,0,0,19.2,6.4,226,1024,27.9,9.9,538,1.9,5,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T12:00:00,67.6,67.6,53.2,59.97,0,0,,0,0,24.2,15,228,1023.1,19.2,9.9,531,1.9,5,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T13:00:00,69.8,69.8,53.4,56.01,0,0,,0,0,20.4,7.6,232,1022.1,14.1,9.9,462,1.7,5,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T14:00:00,71.5,71.5,54,53.86,0,0,,0,0,25.3,13.4,220,1021.1,19.2,9.9,364,1.3,4,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T15:00:00,73.1,73.1,54.2,51.57,0,0,,0,0,18.6,10.7,223,1020.5,14.1,9.9,223,0.8,2,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-11-05T16:00:00,72,72,53.7,52.47,0,0,,0,0,17.2,4.1,18,1020,14.1,9.9,29,0.1,0,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
