name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
new york city,2024-12-11T00:00:00,49.7,47.4,46.9,89.86,0.02,100,rain,0,0,8.9,5.9,75,1013.2,100,2.8,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T01:00:00,49.5,47.2,47.2,91.86,0.003,100,rain,0,0,13.9,5.6,67,1012.2,100,0.6,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york city,2024-12-11T02:00:00,51.1,51.1,48.5,91.03,0.098,100,rain,0,0,16.8,4.3,88,1012,100,2.2,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york city,2024-12-11T03:00:00,51.5,51.5,50,94.63,0.028,100,rain,0,0,19.2,4.7,57,1011.4,100,1.2,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york city,2024-12-11T04:00:00,53.5,53.5,51.4,92.31,0.015,100,rain,0,0,10.7,5.5,50,1010.7,100,2.3,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T05:00:00,54.9,54.9,52.5,91.61,0.009,100,rain,0,0,12.3,4.6,135,1009.6,100,5.3,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T06:00:00,56.2,56.2,53.2,89.79,0.017,100,rain,0,0,21.9,7.9,152,1008.9,100,7,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T07:00:00,57,57,54,89.64,0.019,100,rain,0,0,18.1,6.9,167,1008.1,100,5.5,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T08:00:00,58.8,58.8,56.4,91.87,0.044,100,rain,0,0,23.7,8.5,168,1007.3,100,4.5,5,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T09:00:00,58.3,58.3,56.7,94.14,0.002,100,rain,0,0,26.2,7,150,1006.7,100,2.5,40,0.1,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T10:00:00,59.4,59.4,56.3,89.6,0,0,,0,0,32.4,6.7,148,1005.2,99.2,5.7,62,0.2,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T11:00:00,59.6,59.6,56.2,88.62,0,0,,0,0,26.4,10.9,156,1003.9,100,8.6,40,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york city,2024-12-11T12:00:00,59.4,59.4,56.3,89.6,0.003,100,rain,0,0,28.6,7.8,162,1002.3,100,6.5,62,0.2,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T13:00:00,60.1,60.1,56.7,88.56,0.167,100,rain,0,0,20.5,11.1,165,1000.5,100,1.8,34,0.1,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york city,2024-12-11T14:00:00,59.6,59.6,56.9,90.56,0.071,100,rain,0,0,28.2,9.8,170,998.7,100,5.5,27,0.1,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T15:00:00,60.3,60.3,56.9,88.24,0.023,100,rain,0,0,28.6,8.9,174,997.8,100,7.7,8,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T16:00:00,58.8,58.8,55.3,88.26,0.01,100,rain,0,0,27.4,9.1,165,997.7,100,5.1,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T17:00:00,57.4,57.4,54.9,91.3,0.03,100,rain,0,0,23,8,156,996.3,100,4.1,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T18:00:00,57.3,57.3,53.9,88.45,0.03,100,rain,0,0,22.9,9.8,180,996.4,100,5.5,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T19:00:00,56,56,52.5,88.06,0.091,100,rain,0,0,30.3,8.5,256,996.8,100,3,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T20:00:00,53.2,53.2,49.3,86.64,0.104,100,rain,0,0,28.9,5,351,997.3,100,4.5,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T21:00:00,45.6,39.6,40.7,83.03,0.059,100,rain,0,0,26.5,12.7,283,1000.2,97.3,9.5,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york city,2024-12-11T22:00:00,43.7,36.5,36,74.17,0.002,100,rain,0,0,30,15,286,1001.9,97.5,9.9,0,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-11T23:00:00,42.7,35.8,34,71.1,0,0,,0,0,30.6,13.4,276,1004.5,97.3,9.9,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T00:00:00,42.4,34.2,30.7,63.05,0,0,,0,0,30.7,17.3,282,1006,56.2,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T01:00:00,41.1,33.7,28.6,60.8,0,0,,0,0,29.5,13.5,274,1007.3,73.9,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T02:00:00,39.4,32.8,28.2,63.99,0,0,,0,0,31.5,10.2,256,1009,32.3,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T03:00:00,39.1,31.1,24.8,56.03,0,0,,0,0,28.8,13.7,242,1011.2,46.4,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T04:00:00,37.5,26.8,23.2,55.82,0,0,,0,0,33.1,21.6,250,1012,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T05:00:00,36.4,29,22.3,56.27,0,0,,0,0,29.2,10.4,250,1013.6,70.3,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T06:00:00,36.2,27.2,20.9,53.31,0,0,,0,0,25.2,14.5,247,1014.7,27.1,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T07:00:00,35.1,28.3,20.9,55.72,0,0,,0,0,24.6,8.5,232,1015.8,10.5,9.9,2,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T08:00:00,35.5,26.6,20.7,54.34,0,0,,0,0,28.9,13.5,236,1016.9,10.5,9.9,59,0.2,1,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T09:00:00,36.6,27.2,20.9,52.5,0,0,,0,0,29,16,236,1018.3,10.5,9.9,172,0.6,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T10:00:00,38.5,31.1,19.8,46.62,0,0,,0,0,32.3,11.8,228,1019,10.5,9.9,315,1.1,3,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T11:00:00,39.2,30,15.9,38.33,0,0,,0,0,34.1,17.8,240,1019.1,30.7,9.9,486,1.7,5,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T12:00:00,39.7,31.2,6.2,24.37,0,0,,0,0,37.9,15.8,242,1019.1,10.5,9.9,490,1.8,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T13:00:00,39.9,31.1,6.2,24.2,0,0,,0,0,37.9,17.2,248,1019.4,10.5,9.9,439,1.6,4,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T14:00:00,39.7,31.6,7.4,25.72,0,0,,0,0,32.1,14.6,274,1020.1,10.5,9.9,339,1.2,3,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T15:00:00,38,28.4,5.5,25.29,0,0,,0,0,35,17.9,262,1021.1,10.5,9.9,182,0.7,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T16:00:00,36.6,25.5,8.1,30.07,0,0,,0,0,35.9,21.7,286,1022.6,10.5,9.9,21,0.1,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T17:00:00,35.9,29,9.9,33.62,0,0,,0,0,29.4,9.1,281,1024.3,15.6,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T18:00:00,35.4,28.6,10.7,35.45,0,0,,0,0,27.7,8.7,298,1025.9,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T19:00:00,34.5,25.1,10.3,36.18,0,0,,0,0,26.2,14,294,1027.1,19.2,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T20:00:00,33.4,25,5.6,30.57,0,0,,0,0,23.7,10.9,294,1028.1,19.2,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T21:00:00,32.3,23.7,5.3,31.44,0,0,,0,0,25.3,10.6,298,1029.3,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T22:00:00,31.1,22.8,5.3,32.92,0,0,,0,0,15.7,9.7,281,1030.1,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-12T23:00:00,30.1,23.3,6.2,35.71,0,0,,0,0,14.1,6.9,284,1030.6,4.4,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T00:00:00,29.2,20.3,6.2,37.02,0,0,,0,0,25.3,10,288,1030.9,4.4,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T01:00:00,28.5,21.7,6.4,38.44,0,0,,0,0,13.4,6.5,284,1031.2,4.4,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T02:00:00,28.1,19.3,5.7,37.91,0,0,,0,0,13.6,9.4,274,1032.1,14.1,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T03:00:00,27.4,17.6,4.8,37.43,0,0,,0,0,13.9,10.9,273,1032.3,34.2,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T04:00:00,28.3,20.9,2.5,32.45,0,0,,0,0,23,7.3,264,1032.5,36.7,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T05:00:00,28.3,19,3.8,34.51,0,0,,0,0,15,10.3,278,1032.8,36.7,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T06:00:00,27.6,17.8,4,35.83,0,0,,0,0,21.2,10.8,278,1033.9,88.9,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T07:00:00,27.6,17.9,4.2,36.14,0,0,,0,0,19,10.8,276,1035,89.5,9.9,2,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T08:00:00,27.6,18,4.5,36.58,0,0,,0,0,18.3,10.6,278,1036.1,80.1,9.9,106,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T09:00:00,28.6,20.5,5.6,36.96,0,0,,0,0,23.6,8.4,304,1037.1,95.7,9.9,193,0.7,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T10:00:00,29,18.5,5.9,36.91,0,0,,0,0,23,12.9,314,1038.1,41,9.9,402,1.4,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T11:00:00,30.5,21,6.5,35.77,0,0,,0,0,28.1,11.7,304,1038,10.5,9.9,475,1.7,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T12:00:00,31.6,24.4,6.7,34.5,0,0,,0,0,28.6,8,320,1037.6,10.5,9.9,490,1.8,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T13:00:00,32.7,23.2,4.9,30.35,0,0,,0,0,28.7,13.4,316,1037.5,10.5,9.9,441,1.6,4,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T14:00:00,32.9,23.4,4.7,29.85,0,0,,0,0,26.4,13.4,302,1037.8,4.4,9.9,339,1.2,3,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T15:00:00,32.9,24.4,4.3,29.21,0,0,,0,0,21.2,10.9,294,1038,10.5,9.9,193,0.7,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T16:00:00,32.6,24,5.5,31.29,0,0,,0,0,23,10.9,329,1038.8,10.5,9.9,18,0.1,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T17:00:00,31.3,23.4,4.7,31.92,0,0,,0,0,21.9,8.9,358,1039.6,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T18:00:00,31.1,25.3,5.4,33.21,0,0,,0,0,9.4,5.8,348,1040.7,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T19:00:00,30.5,24.8,5.3,33.67,0,0,,0,0,9.2,5.6,338,1041.5,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T20:00:00,30.3,23.3,6.4,35.81,0,0,,0,0,9.4,7.2,315,1042.1,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T21:00:00,29.6,22.8,7.2,38.17,0,0,,0,0,9.6,6.7,316,1042.7,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T22:00:00,29,21.5,7.5,39.64,0,0,,0,0,10.3,7.5,3,1043.2,4.4,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-13T23:00:00,28.9,20.6,7.8,40.43,0,0,,0,0,11,8.7,23,1043.7,4.4,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T00:00:00,27.8,21.8,9.2,45,0,0,,0,0,11.9,5.4,10,1043.7,4.4,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T01:00:00,27.5,22.5,9,45.09,0,0,,0,0,12.1,4.3,333,1044,0,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T02:00:00,26.9,22.1,10.1,48.63,0,0,,0,0,11.4,4.1,360,1044.4,0,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T03:00:00,25.7,19.5,8.9,48.36,0,0,,0,0,11.2,5.2,358,1045.1,0,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T04:00:00,26.2,21.3,8.8,47.14,0,0,,0,0,10.7,4.1,5,1045.3,0,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york city,2024-12-14T05:00:00,26.4,21.5,10.1,49.68,0,0,,0,0,11,4.1,16,1045.9,0,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T06:00:00,26,18.8,10.1,50.52,0,0,,0,0,11.2,6.3,20,1046.7,0,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T07:00:00,26,18,9.2,48.37,0,0,,0,0,11.4,7.4,32,1047.4,4.4,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T08:00:00,26.2,17.4,9.9,49.56,0,0,,0,0,11.6,8.6,32,1048,10.5,9.9,51,0.2,1,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T09:00:00,28.3,20.5,11.5,48.81,0,0,,0,0,12.3,7.8,8,1048.3,10.5,9.9,172,0.6,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,72503014732"
new york city,2024-12-14T10:00:00,30.1,20.5,10.9,44.35,0,0,,0,0,13.9,11.6,38,1048.4,10.5,9.9,403,1.5,4,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T11:00:00,31,23.9,11.3,43.36,0,0,,0,0,13.6,7.6,12,1048,10.5,9.9,474,1.7,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T12:00:00,32.6,27.7,11,40.11,0,0,,0,0,12.1,5.1,30,1047.2,10.5,9.9,487,1.8,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T13:00:00,33.7,28.4,9.8,36.39,0,0,,0,0,10.1,5.8,19,1046.5,10.5,9.9,440,1.6,4,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T14:00:00,33.8,30.5,9.8,36.27,0,0,,0,0,9.2,3.7,354,1045.8,10.5,9.9,342,1.2,3,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T15:00:00,33.8,33.8,9.8,36.27,0,0,,0,0,7.4,1.8,31,1045.9,10.5,9.9,185,0.7,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T16:00:00,32.8,32.8,9.6,37.46,0,0,,0,0,5.4,1.3,3,1046.1,14.1,9.9,15,0.1,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T17:00:00,32.4,28.3,9.8,38.33,0,0,,0,0,6,4.3,35,1046.4,14.1,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T18:00:00,31.8,25.2,10.7,40.86,0,0,,0,0,6.7,7.1,27,1046.4,14.1,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T19:00:00,30.8,24.3,11.6,44.28,0,0,,0,0,7.6,6.6,38,1046.3,14.1,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T20:00:00,30.2,24.3,11.9,46.06,0,0,,0,0,8.9,5.7,14,1046.3,14.1,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T21:00:00,30.2,23.1,11.4,44.95,0,0,,0,0,8.9,7.4,26,1045.6,14.1,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T22:00:00,30.2,25.5,10.3,42.76,0,0,,0,0,8.5,4.5,16,1045.9,14.1,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-14T23:00:00,29.8,24.8,11.2,45.17,0,0,,0,0,7.8,4.7,48,1046.1,14.1,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T00:00:00,29,22.5,12.5,49.69,0,0,,0,0,8.9,6.2,20,1045.5,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T01:00:00,29.2,23.8,12.3,48.83,0,0,,0,0,9.8,4.9,16,1045.1,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T02:00:00,28.8,22.7,13.8,53.07,0,0,,0,0,10.3,5.6,30,1044.9,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T03:00:00,28.6,28.6,14.3,54.49,0,0,,0,0,11.2,2.1,19,1045,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T04:00:00,28.5,22,14.7,55.93,0,0,,0,0,11.9,6,16,1044.6,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T05:00:00,28.4,21.6,14.2,54.75,0,0,,0,0,12.3,6.4,26,1044,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T06:00:00,28.3,21.9,16,59.51,0,0,,0,0,13.2,5.8,51,1043.9,10.5,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T07:00:00,28.3,20.7,17.3,63.16,0,0,,0,0,13.6,7.4,22,1044,19.2,9.9,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T08:00:00,28.6,23.8,18.2,64.72,0,0,,0,0,13.2,4.3,18,1044,27.9,9.9,62,0.2,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T09:00:00,30.5,23.8,19.1,62.07,0,0,,0,0,12.3,6.9,49,1043.8,34.2,9.9,127,0.5,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T10:00:00,33,27.3,20.6,60.09,0,0,,0,0,11.9,6.2,22,1043.9,34.2,9.9,373,1.3,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T11:00:00,35.9,30.3,23.7,60.81,0,0,,0,0,11.2,6.9,38,1043,34.2,9.9,250,0.9,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T12:00:00,38,33,25.6,60.53,0,0,,0,0,9.8,6.6,38,1041.7,30.4,9.9,191,0.7,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T13:00:00,38.7,33.7,26.7,61.61,0,0,,0,0,8.5,6.9,19,1040.8,32.2,9.9,189,0.7,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T14:00:00,38.5,33.2,28.1,66,0,0,,0,0,11.9,7.3,41,1040,97.5,9.9,79,0.3,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T15:00:00,38.4,33.2,29.1,68.99,0,0,,0,0,8.5,6.9,23,1039.4,99.1,9.9,49,0.2,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T16:00:00,39.4,34.3,28.9,65.85,0,0,,0,0,18.3,7.1,54,1039.1,99.1,9.9,6,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T17:00:00,41.1,35.8,27.3,57.62,0,0,,0,0,9.6,8.2,75,1038.9,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T18:00:00,40.2,35.9,26.7,58.2,0,0,,0,0,9.6,6.2,49,1038.7,69.2,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T19:00:00,39.5,35.8,27.1,60.75,0,0,,0,0,8.9,5.2,49,1038.5,92.3,9.9,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york city,2024-12-15T20:00:00,39.7,35.8,27.1,60.42,0,0,,0,0,7.6,5.5,55,1038.1,100,9.9,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
