"","datetime","temp","humidity","precip","snowdepth","windgust","conditions"
"1652",2025-01-08 19:00:00,23.4,41.93,0,0,32.3,"Partially cloudy"
"1653",2025-01-08 20:00:00,23.6,42.93,0,0,29.2,"Partially cloudy"
"1654",2025-01-08 21:00:00,23.3,45.5,0,0,35.6,"Partially cloudy"
"1655",2025-01-08 22:00:00,23.5,45.12,0,0,33.6,"Partially cloudy"
"1656",2025-01-08 23:00:00,23.3,43.64,0,0,30.1,"Partially cloudy"
"1657",2025-01-09,23.1,45.86,0,0,28.7,"Partially cloudy"
"1658",2025-01-09 01:00:00,22.4,47.21,0,0,30.7,"Partially cloudy"
"1659",2025-01-09 02:00:00,23.3,45.89,0,0,32.2,"Partially cloudy"
"1660",2025-01-09 03:00:00,24.4,44.17,0,0,30.2,"Overcast"
"1661",2025-01-09 04:00:00,24.2,44.51,0,0,32.7,"Overcast"
"1662",2025-01-09 05:00:00,23.6,46.01,0,0,36.3,"Partially cloudy"
"1663",2025-01-09 06:00:00,23.5,47.97,0,0,41.7,"Partially cloudy"
"1664",2025-01-09 07:00:00,23.5,47.53,0,0,30.4,"Clear"
"1665",2025-01-09 08:00:00,23.4,47.56,0,0,37.9,"Partially cloudy"
"1666",2025-01-09 09:00:00,24.9,45.54,0,0,30.9,"Clear"
"1667",2025-01-09 10:00:00,26.9,43.33,0,0,31,"Clear"
"1668",2025-01-09 11:00:00,29,41.65,0,0,41.1,"Clear"
"1669",2025-01-09 12:00:00,30.2,41.18,0,0,38.6,"Clear"
"1670",2025-01-09 13:00:00,31.6,40.81,0,0,39.3,"Clear"
"1671",2025-01-09 14:00:00,32.9,40.71,0,0,38.7,"Clear"
"1672",2025-01-09 15:00:00,33.8,39.22,0,0,40.4,"Clear"
"1673",2025-01-09 16:00:00,32.7,42.72,0,0,37,"Clear"
"1674",2025-01-09 17:00:00,30.5,46.83,0,0,35.9,"Clear"
"1675",2025-01-09 18:00:00,29.5,50.87,0,0,41,"Clear"
"1676",2025-01-09 19:00:00,29.4,50.57,0,0,34.5,"Clear"
"1677",2025-01-09 20:00:00,29.2,53.1,0,0,33,"Clear"
"1678",2025-01-09 21:00:00,28.7,54.31,0,0,31.5,"Clear"
"1679",2025-01-09 22:00:00,28.5,54.77,0,0,35.2,"Clear"
"1680",2025-01-09 23:00:00,28.5,53.09,0,0,33,"Clear"
"1681",2025-01-10,28.3,55.09,0,0,30.5,"Clear"
"1682",2025-01-10 01:00:00,28.3,54.64,0,0,30.5,"Clear"
"1683",2025-01-10 02:00:00,28.3,54.64,0,0,28,"Clear"
"1684",2025-01-10 03:00:00,28.1,55.06,0,0,32.9,"Clear"
"1685",2025-01-10 04:00:00,27.4,56.69,0,0,29.7,"Clear"
"1686",2025-01-10 05:00:00,27.4,54.95,0,0,24.9,"Clear"
"1687",2025-01-10 06:00:00,27.4,54.95,0,0,28.2,"Clear"
"1688",2025-01-10 07:00:00,28.3,52.35,0,0,28,"Clear"
"1689",2025-01-10 08:00:00,28.5,52.04,0,0,21.9,"Clear"
"1690",2025-01-10 09:00:00,30.3,48.36,0,0,24.2,"Clear"
"1691",2025-01-10 10:00:00,31.9,46.24,0,0,23,"Partially cloudy"
"1692",2025-01-10 11:00:00,34,41.62,0,0,21.9,"Clear"
"1693",2025-01-10 12:00:00,36.2,38.66,0,0,23,"Partially cloudy"
"1694",2025-01-10 13:00:00,37.9,35.6,0,0,18.3,"Partially cloudy"
"1695",2025-01-10 14:00:00,39.5,34.54,0,0,25.8,"Partially cloudy"
"1696",2025-01-10 15:00:00,39.5,35.32,0,0,21.9,"Partially cloudy"
"1697",2025-01-10 16:00:00,38.4,36.42,0,0,12.3,"Partially cloudy"
"1698",2025-01-10 17:00:00,37.5,38.17,0,0,9.4,"Partially cloudy"
"1699",2025-01-10 18:00:00,36.4,40.12,0,0,8.3,"Partially cloudy"
"1700",2025-01-10 19:00:00,36.4,41.42,0,0,7.6,"Partially cloudy"
"1701",2025-01-10 20:00:00,36.2,42.63,0,0,7.6,"Partially cloudy"
"1702",2025-01-10 21:00:00,35.4,43.74,0,0,6.9,"Partially cloudy"
"1703",2025-01-10 22:00:00,35.3,43.72,0,0,6.3,"Overcast"
"1704",2025-01-10 23:00:00,35.3,43.72,0,0,5.1,"Overcast"
"1705",2025-01-11,35.1,44.51,0,0,4,"Overcast"
"1706",2025-01-11 01:00:00,34.3,45.06,0,0,6,"Overcast"
"1707",2025-01-11 02:00:00,34.2,47.13,0,0,5.1,"Overcast"
"1708",2025-01-11 03:00:00,34,47.81,0,0,5.4,"Overcast"
"1709",2025-01-11 04:00:00,32.1,57.66,0,0,19.7,"Overcast"
"1710",2025-01-11 05:00:00,28.5,75.77,0.013,0,6.9,"Snow, Rain, Overcast"
"1711",2025-01-11 06:00:00,28.9,76.16,0.007,0,6.3,"Snow, Rain, Overcast"
"1712",2025-01-11 07:00:00,28.5,78.59,0.003,1.18,6.3,"Snow, Rain, Overcast"
"1713",2025-01-11 08:00:00,29.2,76.17,0,0,5.8,"Overcast"
"1714",2025-01-11 09:00:00,29.4,75.93,0,0,6.7,"Overcast"
"1715",2025-01-11 10:00:00,30.2,74.12,0,0,8.5,"Overcast"
"1716",2025-01-11 11:00:00,31.3,69.52,0,0,10.5,"Overcast"
"1717",2025-01-11 12:00:00,32.7,66.99,0,0,13.2,"Overcast"
"1718",2025-01-11 13:00:00,33.8,61.11,0,0,20.8,"Partially cloudy"
"1719",2025-01-11 14:00:00,34.6,57.47,0,0,25.3,"Overcast"
"1720",2025-01-11 15:00:00,35.4,55.37,0,0,29.9,"Overcast"
"1721",2025-01-11 16:00:00,36.2,51.72,0,0,22.2,"Overcast"
"1722",2025-01-11 17:00:00,35.1,50.94,0,0,29.5,"Overcast"
"1723",2025-01-11 18:00:00,33.4,51.8,0,0,28.2,"Partially cloudy"
"1724",2025-01-11 19:00:00,32.4,52.71,0,0,25.4,"Clear"
"1725",2025-01-11 20:00:00,32,49.87,0,0,32.7,"Clear"
"1726",2025-01-11 21:00:00,31.3,52.15,0,0,27,"Clear"
"1727",2025-01-11 22:00:00,31.3,51.64,0,0,27.6,"Clear"
"1728",2025-01-11 23:00:00,31.1,53.3,0,0,22.4,"Clear"
"1729",2025-01-12,31.1,53.66,0,0,20.8,"Clear"
"1730",2025-01-12 01:00:00,31.1,56.01,0,0,19.7,"Clear"
"1731",2025-01-12 02:00:00,30.9,60.49,0,0,18.3,"Clear"
"1732",2025-01-12 03:00:00,31.3,62.17,0,0,14.3,"Partially cloudy"
"1733",2025-01-12 04:00:00,32.3,60.5,0,0,20.8,"Partially cloudy"
"1734",2025-01-12 05:00:00,33.3,59.15,0,0,17.2,"Overcast"
"1735",2025-01-12 06:00:00,33.4,55.95,0,0,23,"Partially cloudy"
"1736",2025-01-12 07:00:00,32.3,56.28,0,0,8.3,"Clear"
"1737",2025-01-12 08:00:00,32.4,55.86,0,0,7.8,"Clear"
"1738",2025-01-12 09:00:00,34,54.33,0,0,8.1,"Clear"
"1739",2025-01-12 10:00:00,36,50.56,0,0,10.3,"Clear"
"1740",2025-01-12 11:00:00,38.2,47.99,0,0,12.3,"Clear"
"1741",2025-01-12 12:00:00,40.2,44.3,0,0,11.9,"Clear"
"1742",2025-01-12 13:00:00,41.5,42.17,0,0,10.3,"Clear"
"1743",2025-01-12 14:00:00,41.9,41.87,0,0,11.6,"Clear"
"1744",2025-01-12 15:00:00,41.5,42.17,0,0,9.4,"Partially cloudy"
"1745",2025-01-12 16:00:00,40.5,43.97,0,0,8.5,"Partially cloudy"
"1746",2025-01-12 17:00:00,39.5,45.71,0,0,6.7,"Partially cloudy"
"1747",2025-01-12 18:00:00,39.3,46.47,0,0,6.5,"Overcast"
"1748",2025-01-12 19:00:00,39.1,46.01,0,0,6.5,"Overcast"
"1749",2025-01-12 20:00:00,38.6,45.81,0,0,6.7,"Partially cloudy"
"1750",2025-01-12 21:00:00,37,49.04,0,0,6.7,"Partially cloudy"
"1751",2025-01-12 22:00:00,38.8,45.33,0,0,6.9,"Partially cloudy"
"1752",2025-01-12 23:00:00,38.2,48.98,0,0,7.4,"Partially cloudy"
"1753",2025-01-13,38.1,48.11,0,0,7.6,"Overcast"
"1754",2025-01-13 01:00:00,37.3,49.11,0,0,6.9,"Partially cloudy"
"1755",2025-01-13 02:00:00,36.9,47.85,0,0,6.9,"Overcast"
"1756",2025-01-13 03:00:00,36.1,49.33,0,0,7.2,"Partially cloudy"
"1757",2025-01-13 04:00:00,35.9,48.95,0,0,8.5,"Partially cloudy"
"1758",2025-01-13 05:00:00,35.2,51.09,0,0,9.4,"Clear"
"1759",2025-01-13 06:00:00,34.4,53.64,0,0,9.6,"Clear"
"1760",2025-01-13 07:00:00,34.4,53.31,0,0,9.8,"Clear"
"1761",2025-01-13 08:00:00,33.8,55.25,0,0,9.8,"Clear"
"1762",2025-01-13 09:00:00,35,54.27,0,0,19.7,"Overcast"
"1763",2025-01-13 10:00:00,36.1,50.71,0,0,12.3,"Overcast"
"1764",2025-01-13 11:00:00,37.9,46.97,0,0,13.2,"Overcast"
"1765",2025-01-13 12:00:00,38.7,46.53,0,0,14.5,"Overcast"
"1766",2025-01-13 13:00:00,40.5,43.72,0,0,16.3,"Overcast"
"1767",2025-01-13 14:00:00,40.3,45.23,0,0,19.2,"Overcast"
"1768",2025-01-13 15:00:00,41.9,42.66,0,0,28.7,"Partially cloudy"
"1769",2025-01-13 16:00:00,42.5,40.42,0,0,24.8,"Partially cloudy"
"1770",2025-01-13 17:00:00,41.6,41.34,0,0,20.8,"Partially cloudy"
"1771",2025-01-13 18:00:00,40.5,42.87,0,0,23,"Clear"
"1772",2025-01-13 19:00:00,39.4,44.83,0,0,15,"Clear"
"1773",2025-01-13 20:00:00,39.2,47.08,0,0,17.2,"Clear"
"1774",2025-01-13 21:00:00,38.3,48.45,0,0,25.8,"Clear"
"1775",2025-01-13 22:00:00,38.1,43.34,0,0,31.1,"Clear"
"1776",2025-01-13 23:00:00,37.2,41.94,0,0,19.6,"Clear"
"1777",2025-01-14,35.3,44.42,0,0,20.8,"Clear"
"1778",2025-01-14 01:00:00,33.5,44.3,0,0,11,"Clear"
"1779",2025-01-14 02:00:00,32.3,48.34,0,0,19.7,"Clear"
"1780",2025-01-14 03:00:00,30.9,49.36,0,0,21.9,"Clear"
"1781",2025-01-14 04:00:00,30.4,49.5,0,0,12.8,"Clear"
"1782",2025-01-14 05:00:00,30.4,48.48,0,0,13.4,"Clear"
"1783",2025-01-14 06:00:00,30,43.98,0,0,26.6,"Partially cloudy"
"1784",2025-01-14 07:00:00,29,38.31,0,0,29.8,"Clear"
"1785",2025-01-14 08:00:00,28.5,38.53,0,0,23.5,"Partially cloudy"
"1786",2025-01-14 09:00:00,28.8,38.74,0,0,25.7,"Clear"
"1787",2025-01-14 10:00:00,29.5,35.78,0,0,25.9,"Clear"
"1788",2025-01-14 11:00:00,30.3,34.34,0,0,29,"Clear"
"1789",2025-01-14 12:00:00,31.2,32.51,0,0,25.6,"Clear"
"1790",2025-01-14 13:00:00,32.3,32.22,0,0,27.4,"Clear"
"1791",2025-01-14 14:00:00,32.6,30.55,0,0,27,"Clear"
"1792",2025-01-14 15:00:00,32.6,30.55,0,0,25.1,"Clear"
"1793",2025-01-14 16:00:00,32.3,31.41,0,0,24.7,"Partially cloudy"
"1794",2025-01-14 17:00:00,31.1,34.04,0,0,29.8,"Partially cloudy"
"1795",2025-01-14 18:00:00,30.3,32.93,0,0,23.7,"Overcast"
"1796",2025-01-14 19:00:00,30.3,34.75,0,0,24.6,"Partially cloudy"
"1797",2025-01-14 20:00:00,29.4,37.77,0,0,29.2,"Partially cloudy"
"1798",2025-01-14 21:00:00,28.5,40.18,0,0,25.5,"Overcast"
"1799",2025-01-14 22:00:00,28.1,42.85,0,0,32,"Partially cloudy"
"1800",2025-01-14 23:00:00,26.3,45.39,0,0,30.6,"Partially cloudy"
"1801",2025-01-15,25.3,45.68,0,0,27.1,"Clear"
"1802",2025-01-15 01:00:00,24.6,43.75,0,0,30.7,"Clear"
"1803",2025-01-15 02:00:00,24.4,43.02,0,0,24,"Clear"
"1804",2025-01-15 03:00:00,23.5,44.7,0,0,23.1,"Clear"
"1805",2025-01-15 04:00:00,23.1,46.25,0,0,23.9,"Clear"
"1806",2025-01-15 05:00:00,23.1,48.22,0,0,24.6,"Clear"
"1807",2025-01-15 06:00:00,23.1,49.77,0,0,22.7,"Clear"
"1808",2025-01-15 07:00:00,23.1,52.08,0,0,25.1,"Clear"
"1809",2025-01-15 08:00:00,24.4,51.35,0,0,28.9,"Clear"
"1810",2025-01-15 09:00:00,25.8,48.39,0,0,25.3,"Clear"
"1811",2025-01-15 10:00:00,27.6,42.68,0,0,29,"Clear"
"1812",2025-01-15 11:00:00,28.8,39.37,0,0,24.9,"Partially cloudy"
"1813",2025-01-15 12:00:00,30.4,36.49,0,0,25.1,"Partially cloudy"
"1814",2025-01-15 13:00:00,30.6,36.46,0,0,29.6,"Partially cloudy"
"1815",2025-01-15 14:00:00,31.8,35.73,0,0,31.5,"Partially cloudy"
"1816",2025-01-15 15:00:00,31.6,35.71,0,0,30.7,"Partially cloudy"
"1817",2025-01-15 16:00:00,31.6,36.13,0,0,29.1,"Partially cloudy"
"1818",2025-01-15 17:00:00,30.3,39.49,0,0,26.2,"Partially cloudy"
"1819",2025-01-15 18:00:00,29.4,40.96,0,0,28.4,"Partially cloudy"
"1820",2025-01-15 19:00:00,28.5,41.33,0,0,24.6,"Clear"
"1821",2025-01-15 20:00:00,28.5,41.7,0,0,28.9,"Clear"
"1822",2025-01-15 21:00:00,27.4,43.86,0,0,20.8,"Clear"
"1823",2025-01-15 22:00:00,27.2,42.59,0,0,7.8,"Partially cloudy"
"1824",2025-01-15 23:00:00,26.9,43.08,0,0,6.9,"Partially cloudy"
"1825",2025-01-16,27.2,44.08,0,0,6.9,"Partially cloudy"
"1826",2025-01-16 01:00:00,26.9,46.45,0,0,7.2,"Clear"
"1827",2025-01-16 02:00:00,26.9,51.16,0,0,20.8,"Clear"
"1828",2025-01-16 03:00:00,26.1,53.66,0,0,9.8,"Partially cloudy"
"1829",2025-01-16 04:00:00,25.5,54.56,0,0,9.6,"Partially cloudy"
"1830",2025-01-16 05:00:00,25.5,52.89,0,0,8.9,"Partially cloudy"
"1831",2025-01-16 06:00:00,24.6,52.52,0,0,7.2,"Partially cloudy"
"1832",2025-01-16 07:00:00,23.5,52.54,0,0,6.7,"Clear"
"1833",2025-01-16 08:00:00,23.5,51.05,0,0,6.9,"Clear"
"1834",2025-01-16 09:00:00,24.7,48.79,0,0,10.3,"Clear"
"1835",2025-01-16 10:00:00,26.7,46.24,0,0,12.1,"Partially cloudy"
"1836",2025-01-16 11:00:00,27.9,43.89,0,0,13.9,"Overcast"
"1837",2025-01-16 12:00:00,27.6,44.59,0,0,16.1,"Overcast"
"1838",2025-01-16 13:00:00,29.2,39.05,0,0,20.8,"Overcast"
"1839",2025-01-16 14:00:00,29.6,37.59,0,0,16.1,"Overcast"
"1840",2025-01-16 15:00:00,29.4,43.93,0,0,18.3,"Overcast"
"1841",2025-01-16 16:00:00,29.4,49.97,0,0,15.7,"Overcast"
"1842",2025-01-16 17:00:00,29.2,55.36,0,0,13.2,"Partially cloudy"
"1843",2025-01-16 18:00:00,29,59.78,0,0,11,"Overcast"
"1844",2025-01-16 19:00:00,28.5,63.93,0,0,10.5,"Overcast"
"1845",2025-01-16 20:00:00,28.3,69.14,0,0,10.1,"Overcast"
"1846",2025-01-16 21:00:00,28.5,68.57,0,0,20.4,"Overcast"
"1847",2025-01-16 22:00:00,27.6,71.76,0,0,16.1,"Overcast"
"1848",2025-01-16 23:00:00,27.2,70.21,0,0,21.9,"Partially cloudy"
"1849",2025-01-17,26.5,72.89,0,0,7.4,"Overcast"
"1850",2025-01-17 01:00:00,27.2,68.7,0,0,7.6,"Overcast"
"1851",2025-01-17 02:00:00,26.5,69.66,0,0,8.5,"Partially cloudy"
"1852",2025-01-17 03:00:00,26.4,68.46,0,0,9.6,"Partially cloudy"
"1853",2025-01-17 04:00:00,26.4,67.5,0,0,10.7,"Clear"
"1854",2025-01-17 05:00:00,26.4,67.5,0,0,11,"Partially cloudy"
"1855",2025-01-17 06:00:00,27.1,65.31,0,0,11,"Overcast"
"1856",2025-01-17 07:00:00,27.3,65,0,0,10.3,"Partially cloudy"
"1857",2025-01-17 08:00:00,27.3,65.4,0,0,8.9,"Partially cloudy"
"1858",2025-01-17 09:00:00,29.4,61.29,0,0,8.3,"Partially cloudy"
"1859",2025-01-17 10:00:00,31.9,57.5,0,0,8.9,"Partially cloudy"
"1860",2025-01-17 11:00:00,34.2,55.07,0,0,10.5,"Clear"
"1861",2025-01-17 12:00:00,38.3,49.12,0,0,11.9,"Clear"
"1862",2025-01-17 13:00:00,39.6,47.4,0,0,12.5,"Clear"
"1863",2025-01-17 14:00:00,41.7,42,0,0,18.3,"Partially cloudy"
"1864",2025-01-17 15:00:00,42.5,39.73,0,0,11,"Partially cloudy"
"1865",2025-01-17 16:00:00,41.6,40.83,0,0,23,"Overcast"
"1866",2025-01-17 17:00:00,40.5,42.6,0,0,7.8,"Overcast"
"1867",2025-01-17 18:00:00,40.1,44.12,0,0,9.2,"Partially cloudy"
"1868",2025-01-17 19:00:00,39,46.33,0,0,9.2,"Partially cloudy"
"1869",2025-01-17 20:00:00,38.8,49.03,0,0,10.5,"Clear"
"1870",2025-01-17 21:00:00,37.6,51.01,0,0,11.2,"Clear"
"1871",2025-01-17 22:00:00,38,50.69,0,0,11.4,"Clear"
"1872",2025-01-17 23:00:00,36.8,48.92,0,0,11.4,"Clear"
"1873",2025-01-18,36.2,49.25,0,0,11.2,"Clear"
"1874",2025-01-18 01:00:00,36.2,49.25,0,0,11.6,"Partially cloudy"
"1875",2025-01-18 02:00:00,35.5,50.65,0,0,12.1,"Partially cloudy"
"1876",2025-01-18 03:00:00,35.5,55.26,0,0,18.3,"Partially cloudy"
"1877",2025-01-18 04:00:00,36.2,57.61,0,0,18.3,"Partially cloudy"
"1878",2025-01-18 05:00:00,37.1,58.65,0,0,14.3,"Partially cloudy"
"1879",2025-01-18 06:00:00,36.9,60.66,0,0,14.1,"Partially cloudy"
"1880",2025-01-18 07:00:00,38.4,64.43,0,0,19.7,"Partially cloudy"
"1881",2025-01-18 08:00:00,40.5,65.31,0,0,15.7,"Partially cloudy"
"1882",2025-01-18 09:00:00,42.4,63.99,0,0,21.9,"Partially cloudy"
"1883",2025-01-18 10:00:00,43.2,59.83,0,0,28.4,"Partially cloudy"
"1884",2025-01-18 11:00:00,44.8,64.9,0,0,23,"Overcast"
"1885",2025-01-18 12:00:00,45.2,73.21,0,0,27.1,"Overcast"
"1886",2025-01-18 13:00:00,46.1,71.9,0,0,23,"Overcast"
"1887",2025-01-18 14:00:00,45.2,78.05,0,0,11.6,"Overcast"
"1888",2025-01-18 15:00:00,45,81.42,0.032,0,7.8,"Rain, Overcast"
"1889",2025-01-18 16:00:00,44.2,89.25,0.032,0,4.9,"Rain, Overcast"
"1890",2025-01-18 17:00:00,43.5,88.69,0.024,0,3.6,"Rain, Overcast"
"1891",2025-01-18 18:00:00,43.7,89.71,0,0,2.5,"Overcast"
"1892",2025-01-18 19:00:00,42.6,90.21,0,0,5.8,"Overcast"
"1893",2025-01-18 20:00:00,43.2,88.09,0,0,8.5,"Overcast"
"1894",2025-01-18 21:00:00,43.2,87.6,0,0,9.6,"Overcast"
"1895",2025-01-18 22:00:00,42.9,85,0,0,9.4,"Overcast"
"1896",2025-01-18 23:00:00,41.1,87.65,0,0,10.7,"Overcast"
"1897",2025-01-19,40.5,85.61,0,0,11.6,"Clear"
"1898",2025-01-19 01:00:00,39.3,83.57,0,0,11.4,"Partially cloudy"
"1899",2025-01-19 02:00:00,39.4,79.94,0,0,10.7,"Overcast"
"1900",2025-01-19 03:00:00,38.8,79.22,0,0,11.4,"Partially cloudy"
"1901",2025-01-19 04:00:00,38.2,74.47,0,0,12.1,"Partially cloudy"
"1902",2025-01-19 05:00:00,38.1,73.84,0,0,12.3,"Clear"
"1903",2025-01-19 06:00:00,38.2,73.43,0,0,11.9,"Overcast"
"1904",2025-01-19 07:00:00,38.4,70.81,0,0,11.6,"Overcast"
"1905",2025-01-19 08:00:00,37.7,72.77,0,0,10.5,"Partially cloudy"
"1906",2025-01-19 09:00:00,39.1,69.72,0,0,12.5,"Overcast"
"1907",2025-01-19 10:00:00,39.1,68.75,0,0,14.8,"Overcast"
"1908",2025-01-19 11:00:00,39,67.36,0,0,16.1,"Overcast"
"1909",2025-01-19 12:00:00,39.1,66.81,0,0,15.7,"Overcast"
"1910",2025-01-19 13:00:00,38.9,63.12,0,0,10.1,"Overcast"
"1911",2025-01-19 14:00:00,36.4,71.45,0.004,0,8.9,"Rain, Overcast"
"1912",2025-01-19 15:00:00,34.4,79.22,0.014,0,9.8,"Snow, Rain, Overcast"
"1913",2025-01-19 16:00:00,34.1,81.39,0.011,0,13.2,"Snow, Rain, Overcast"
"1914",2025-01-19 17:00:00,33.4,83.21,0.021,0,17.2,"Snow, Rain, Overcast"
"1915",2025-01-19 18:00:00,32,87.04,0.058,1.18,24.3,"Snow, Rain, Overcast"
"1916",2025-01-19 19:00:00,30.8,87.08,0.021,1.54,32.4,"Snow, Rain, Overcast"
"1917",2025-01-19 20:00:00,29.5,87.18,0.059,1.97,27.3,"Snow, Rain, Overcast"
"1918",2025-01-19 21:00:00,29.4,83.48,0.017,0,31.6,"Snow, Rain, Overcast"
"1919",2025-01-19 22:00:00,28.6,82.77,0.002,0,27.1,"Snow, Rain, Overcast"
"1920",2025-01-19 23:00:00,27.4,78.07,0,0,26.8,"Overcast"
"1921",2025-01-20,25.4,73.71,0,2.44,27.9,"Overcast"
"1922",2025-01-20 01:00:00,23.3,73.15,0,2.61,21.2,"Overcast"
"1923",2025-01-20 02:00:00,22.4,70.04,0,2.44,24.2,"Overcast"
"1924",2025-01-20 03:00:00,21.4,67.79,0,2.44,31.1,"Partially cloudy"
"1925",2025-01-20 04:00:00,20.4,65.48,0,2.44,25.1,"Clear"
"1926",2025-01-20 05:00:00,20.4,57.39,0,0,25.2,"Clear"
"1927",2025-01-20 06:00:00,19.5,58.4,0,0,32.2,"Clear"
"1928",2025-01-20 07:00:00,18.4,58.7,0,1.97,18.3,"Clear"
"1929",2025-01-20 08:00:00,18.4,55.78,0,0,31.1,"Clear"
"1930",2025-01-20 09:00:00,19.7,53.34,0,0,15.7,"Clear"
"1931",2025-01-20 10:00:00,20.7,52.37,0,0,18.3,"Clear"
"1932",2025-01-20 11:00:00,21.9,49.3,0,0,21.8,"Clear"
"1933",2025-01-20 12:00:00,23.9,43.72,0,0,29.8,"Clear"
"1934",2025-01-20 13:00:00,26.4,39.68,0,1.97,22,"Partially cloudy"
"1935",2025-01-20 14:00:00,25.9,34.57,0,0,27.6,"Partially cloudy"
"1936",2025-01-20 15:00:00,25.9,34.84,0,0,26,"Partially cloudy"
"1937",2025-01-20 16:00:00,24.7,35.89,0,0,23.6,"Partially cloudy"
"1938",2025-01-20 17:00:00,23.6,37.07,0,0,23,"Clear"
"1939",2025-01-20 18:00:00,23.1,37.56,0,0,25.3,"Clear"
"1940",2025-01-20 19:00:00,21.4,41.19,0,1.97,13.2,"Clear"
"1941",2025-01-20 20:00:00,20.4,42.49,0,0,27.7,"Clear"
"1942",2025-01-20 21:00:00,19.5,41.67,0,0,21.2,"Clear"
"1943",2025-01-20 22:00:00,19.1,42.09,0,0,13,"Clear"
"1944",2025-01-20 23:00:00,18.3,40.83,0,0,18.2,"Clear"
